Issue Key,Summary,Issue Type,Fix Version,Epic Link,Epic Name,Priority,Assignee Persona,Labels,Acceptance Criteria,Evidence Required,Description
S10-E05-S04,S10-E05-S04 — Certification metadata retrieval,Story,S10 Integration & Connectivity,S10-E05,,P2,Amit + Deepali,stage-s10 lifecycle-story,SP licence validity available to the attribution rule,,SP licence validity available to the attribution rule
S10-E06,S10-E06 — Notification integration,Epic,S10 Integration & Connectivity,,S10-E06,P2,Amit,stage-s10 lifecycle-epic,,,Epic of stage S10 (Integration & Connectivity). See docs/application-lifecycle-bible/stages/.
S10-E06-S01,S10-E06-S01 — SMS delivery for OTP and payment links,Story,S10 Integration & Connectivity,S10-E06,,P2,Amit,stage-s10 lifecycle-story,Delivery status tracked; failures visible,,Delivery status tracked; failures visible
S10-E06-S02,S10-E06-S02 — Email delivery for documents and confirmations,Story,S10 Integration & Connectivity,S10-E06,,P2,Amit,stage-s10 lifecycle-story,Attachment handling; bounce handling,,Attachment handling; bounce handling
S10-E06-S03,S10-E06-S03 — Template management with versioning,Story,S10 Integration & Connectivity,S10-E06,,P2,Amit,stage-s10 lifecycle-story,Regulated content versioned like any other regulated artefact,,Regulated content versioned like any other regulated artefact
S10-E07,S10-E07 — Resilience,Epic,S10 Integration & Connectivity,,S10-E07,P2,Shivanshi + Amit,stage-s10 lifecycle-epic,,,Epic of stage S10 (Integration & Connectivity). See docs/application-lifecycle-bible/stages/.
S10-E07-S01,S10-E07-S01 — Timeouts on every external call,Story,S10 Integration & Connectivity,S10-E07,,P2,Shivanshi + Amit,stage-s10 lifecycle-story,No unbounded call anywhere; values justified by the NFR sheet,,No unbounded call anywhere; values justified by the NFR sheet
S10-E07-S02,"S10-E07-S02 — Retry with backoff and jitter, where safe",Story,S10 Integration & Connectivity,S10-E07,,P2,Shivanshi + Amit,stage-s10 lifecycle-story,Only on idempotent operations; never on 401; bounded attempts,,Only on idempotent operations; never on 401; bounded attempts
S10-E07-S03,S10-E07-S03 — Circuit breakers per dependency,Story,S10 Integration & Connectivity,S10-E07,,P2,Shivanshi + Amit,stage-s10 lifecycle-story,Trip thresholds and recovery defined; state observable,,Trip thresholds and recovery defined; state observable
S10-E07-S04,S10-E07-S04 — Bulkhead isolation,Story,S10 Integration & Connectivity,S10-E07,,P2,Shivanshi + Amit,stage-s10 lifecycle-story,One slow provider cannot exhaust shared resources,,One slow provider cannot exhaust shared resources
S10-E07-S05,S10-E07-S05 — Rate limiting toward providers,Story,S10 Integration & Connectivity,S10-E07,,P2,Shivanshi + Amit,stage-s10 lifecycle-story,Respects contracted limits; never amplifies under retry,,Respects contracted limits; never amplifies under retry
S10-E07-S06,S10-E07-S06 — Dependency health observability,Story,S10 Integration & Connectivity,S10-E07,,P2,Shivanshi + Amit,stage-s10 lifecycle-story,"Availability, latency and error rate per provider, measured from our side",,"Availability, latency and error rate per provider, measured from our side"
S10-VT-01,S10-VT-01 — Happy path works per integration,Test,S10 Integration & Connectivity,,,P2,Swapnali / QA,stage-s10 validation-test,Success with the expected payload,E3/E4,Method: Sandbox call. Pass: Success with the expected payload
S10-VT-02,S10-VT-02 — Timeouts are enforced,Test,S10 Integration & Connectivity,,,P2,Swapnali / QA,stage-s10 validation-test,Call times out at the configured value; caller gets a normalised error,E3/E4,Method: Stub a provider that never responds. Pass: Call times out at the configured value; caller gets a normalised error
S10-VT-03,S10-VT-03 — Malformed responses are handled,Test,S10 Integration & Connectivity,,,P2,Swapnali / QA,stage-s10 validation-test,No crash; normalised error; nothing corrupted,E3/E4,"Method: Stub invalid JSON, truncated payloads, wrong content type. Pass: No crash; normalised error; nothing corrupted"
S10-VT-04,S10-VT-04 — Auth failure does not retry-storm,Test,S10 Integration & Connectivity,,,P2,Swapnali / QA,stage-s10 validation-test,No retry; alert raised,E3/E4,Method: Stub 401. Pass: No retry; alert raised
S10-VT-05,S10-VT-05 — Circuit breaker trips and recovers,Test,S10 Integration & Connectivity,,,P2,Swapnali / QA,stage-s10 validation-test,"Breaker opens, half-opens, closes; state observable",E3/E4,"Method: Stub sustained failure, then recovery. Pass: Breaker opens, half-opens, closes; state observable"
S10-VT-06,S10-VT-06 — Idempotency holds,Test,S10 Integration & Connectivity,,,P2,Swapnali / QA,stage-s10 validation-test,"One effect, identical response",E3/E4,"Method: Replay a mutating request 5×. Pass: One effect, identical response"
S10-VT-07,S10-VT-07 — Payment uncertainty is safe,Test,S10 Integration & Connectivity,,,P2,Swapnali / QA,stage-s10 validation-test,Reconciliation resolves state; no double charge,E3/E4,Method: Stub a callback that never arrives. Pass: Reconciliation resolves state; no double charge
S10-VT-08,S10-VT-08 — Provider types do not leak,Test,S10 Integration & Connectivity,,,P2,Swapnali / QA,stage-s10 validation-test,No provider type outside its adapter package,E3/E4,Method: ArchUnit. Pass: No provider type outside its adapter package
S10-VT-09,S10-VT-09 — Credentials rotate without outage,Test,S10 Integration & Connectivity,,,P2,Swapnali / QA,stage-s10 validation-test,Calls continue,E3/E4,Method: Rotate in UAT. Pass: Calls continue
S10-VT-10,S10-VT-10 — Rate limits are respected,Test,S10 Integration & Connectivity,,,P2,Swapnali / QA,stage-s10 validation-test,Requests shaped locally; provider limit never breached,E3/E4,Method: Drive load beyond contracted limits. Pass: Requests shaped locally; provider limit never breached
S10-G1,S10-G1 — Integration catalogue complete with owners and SLAs,Task,S10 Integration & Connectivity,,,P1,Kalpana / Delivery,stage-s10 gate-criterion,Integration catalogue complete with owners and SLAs,E1,Evidence artefact: Catalogue
S10-G2,S10-G2 — Connectivity proven to every R0 dependency in UAT,Task,S10 Integration & Connectivity,,,P1,Kalpana / Delivery,stage-s10 gate-criterion,Connectivity proven to every R0 dependency in UAT,E4,Evidence artefact: Successful calls with correlation IDs
S10-G3,S10-G3 — Error normalisation verified for every integration,Task,S10 Integration & Connectivity,,,P1,Kalpana / Delivery,stage-s10 gate-criterion,Error normalisation verified for every integration,E4,Evidence artefact: Test results including malformed and timeout cases
S10-G4,S10-G4 — Resilience patterns implemented and proven,Task,S10 Integration & Connectivity,,,P1,Kalpana / Delivery,stage-s10 gate-criterion,Resilience patterns implemented and proven,E4,Evidence artefact: Failure-injection test results
S10-G5,S10-G5 — Idempotency proven on every mutating operation,Task,S10 Integration & Connectivity,,,P1,Kalpana / Delivery,stage-s10 gate-criterion,Idempotency proven on every mutating operation,E4,Evidence artefact: Replay test results
S10-G6,S10-G6 — Credentials in secrets management; rotation exercised,Task,S10 Integration & Connectivity,,,P1,Kalpana / Delivery,stage-s10 gate-criterion,Credentials in secrets management; rotation exercised,E3,Evidence artefact: Rotation record
S10-G7,S10-G7 — Third-party security assessment complete per partner,Task,S10 Integration & Connectivity,,,P1,Kalpana / Delivery,stage-s10 gate-criterion,Third-party security assessment complete per partner,E2,Evidence artefact: Assessment records
S10-G8,S10-G8 — Dependency observability live,Task,S10 Integration & Connectivity,,,P1,Kalpana / Delivery,stage-s10 gate-criterion,Dependency observability live,E4,Evidence artefact: Dashboards per provider
S10-G9,S10-G9 — Provider isolation enforced by fitness function,Task,S10 Integration & Connectivity,,,P1,Kalpana / Delivery,stage-s10 gate-criterion,Provider isolation enforced by fitness function,E4,Evidence artefact: ArchUnit run
S11-E01,S11-E01 — Journey orchestration,Epic,S11 Vertical Slice (MVP),,S11-E01,P1,Amit + Mahesh,stage-s11 lifecycle-epic,,,Epic of stage S11 (Vertical Slice (MVP)). See docs/application-lifecycle-bible/stages/.
S11-E01-S01,S11-E01-S01 — Implement the journey state machine,Story,S11 Vertical Slice (MVP),S11-E01,,P1,Amit + Mahesh,stage-s11 lifecycle-story,States and transitions per the S06 saga; state durable and resumable,,States and transitions per the S06 saga; state durable and resumable
S11-E01-S02,S11-E01-S02 — Implement compensations,Story,S11 Vertical Slice (MVP),S11-E01,,P1,Amit + Mahesh,stage-s11 lifecycle-story,"Every failure point has its designed compensation, tested",,"Every failure point has its designed compensation, tested"
S11-E01-S03,S11-E01-S03 — Implement save and resume,Story,S11 Vertical Slice (MVP),S11-E01,,P1,Amit + Mahesh,stage-s11 lifecycle-story,"An abandoned journey resumes with full context, subject to consent and quote validity",,"An abandoned journey resumes with full context, subject to consent and quote validity"
S11-E01-S04,S11-E01-S04 — Emit journey telemetry,Story,S11 Vertical Slice (MVP),S11-E01,,P1,Amit + Mahesh,stage-s11 lifecycle-story,Every state transition emits a metric and an audit event,,Every state transition emits a metric and an audit event
S11-E02,S11-E02 — Lead and customer,Epic,S11 Vertical Slice (MVP),,S11-E02,P1,Amit,stage-s11 lifecycle-epic,,,Epic of stage S11 (Vertical Slice (MVP)). See docs/application-lifecycle-bible/stages/.
S11-E02-S01,S11-E02-S01 — Create a lead,Story,S11 Vertical Slice (MVP),S11-E02,,P1,Amit,stage-s11 lifecycle-story,"RM-initiated, attributed to RM and branch",,"RM-initiated, attributed to RM and branch"
S11-E02-S02,S11-E02-S02 — Identify the ETB customer via CBS,Story,S11 Vertical Slice (MVP),S11-E02,,P1,Amit,stage-s11 lifecycle-story,CIF lookup; relationship verified; ETB rule enforced,,CIF lookup; relationship verified; ETB rule enforced
S11-E02-S03,S11-E02-S03 — Snapshot the customer profile,Story,S11 Vertical Slice (MVP),S11-E02,,P1,Amit,stage-s11 lifecycle-story,"Only classified, purpose-justified fields; provenance recorded",,"Only classified, purpose-justified fields; provenance recorded"
S11-E03,"S11-E03 — Suitability, consent and the compliance gates",Epic,S11 Vertical Slice (MVP),,S11-E03,P1,Amit + Shailja,stage-s11 lifecycle-epic,,,Epic of stage S11 (Vertical Slice (MVP)). See docs/application-lifecycle-bible/stages/.
S11-E03-S01,S11-E03-S01 — Implement the need-analysis questionnaire,Story,S11 Vertical Slice (MVP),S11-E03,,P1,Amit + Shailja,stage-s11 lifecycle-story,Per the S02 suitability pack; answers persisted with the algorithm version,,Per the S02 suitability pack; answers persisted with the algorithm version
S11-E03-S02,S11-E03-S02 — Implement suitability evaluation,Story,S11 Vertical Slice (MVP),S11-E03,,P1,Amit + Shailja,stage-s11 lifecycle-story,Deterministic; produces an evaluation ID with a validity window,,Deterministic; produces an evaluation ID with a validity window
S11-E03-S03,S11-E03-S03 — Implement the suitability hard-gate (C1),Story,S11 Vertical Slice (MVP),S11-E03,,P1,Amit + Shailja,stage-s11 lifecycle-story,Quote endpoints return 403 without a valid evaluation ID. Negative test at 100% branch coverage,,Quote endpoints return 403 without a valid evaluation ID. Negative test at 100% branch coverage
S11-E03-S04,S11-E03-S04 — Implement override handling,Story,S11 Vertical Slice (MVP),S11-E03,,P1,Amit + Shailja,stage-s11 lifecycle-story,"Per the S02 rules; override recorded with actor, reason and disclosure",,"Per the S02 rules; override recorded with actor, reason and disclosure"
S11-E03-S05,S11-E03-S05 — Implement consent capture (C2),Story,S11 Vertical Slice (MVP),S11-E03,,P1,Amit + Shailja,stage-s11 lifecycle-story,"OTP to the customer's device; append-only record of statement text, version, CIF, OTP txn ID, timestamp, IP",,"OTP to the customer's device; append-only record of statement text, version, CIF, OTP txn ID, timestamp, IP"
S11-E03-S06,S11-E03-S06 — Implement consent enforcement,Story,S11 Vertical Slice (MVP),S11-E03,,P1,Amit + Shailja,stage-s11 lifecycle-story,Proposal cannot proceed without valid consent; negative test,,Proposal cannot proceed without valid consent; negative test
S11-E03-S07,S11-E03-S07 — Implement attribution (C3),Story,S11 Vertical Slice (MVP),S11-E03,,P1,Amit + Shailja,stage-s11 lifecycle-story,distributorId and SP licence server-injected; caller-supplied values rejected; expired certification blocks the sale,,distributorId and SP licence server-injected; caller-supplied values rejected; expired certification blocks the sale
S11-E04,S11-E04 — Quote and proposal,Epic,S11 Vertical Slice (MVP),,S11-E04,P1,Amit,stage-s11 lifecycle-epic,,,Epic of stage S11 (Vertical Slice (MVP)). See docs/application-lifecycle-bible/stages/.
S11-E04-S01,S11-E04-S01 — Generate a quote for the Term product,Story,S11 Vertical Slice (MVP),S11-E04,,P1,Amit,stage-s11 lifecycle-story,"Through the existing 1SB path, now behind the suitability gate",,"Through the existing 1SB path, now behind the suitability gate"
S11-E04-S02,S11-E04-S02 — Present the quote with disclosed basis,Story,S11 Vertical Slice (MVP),S11-E04,,P1,Amit,stage-s11 lifecycle-story,Comparison and ranking basis visible per the S05 design,,Comparison and ranking basis visible per the S05 design
S11-E04-S03,S11-E04-S03 — Enforce quote validity,Story,S11 Vertical Slice (MVP),S11-E04,,P1,Amit,stage-s11 lifecycle-story,Expired quotes cannot be proposed against,,Expired quotes cannot be proposed against
